"_id","title","url","votes","answers","views","referenceCount","time"
"61c8037d4e99484d6d7156ff","C# Custom System.Dynamic class tuple assignment","/questions/70484292/c-sharp-custom-system-dynamic-class-tuple-assignment",0,0,16,2,"2021-12-26 04:52:57Z"
"61c8037d4e99484d6d715701","How to kill all threads conditioned on status of on thread?","/questions/70484290/how-to-kill-all-threads-conditioned-on-status-of-on-thread",0,0,12,2,"2021-12-26 04:52:39Z"
"61c8037d4e99484d6d715735","How to echo all the fetched results in the update page that are being inputted into the db using the implode function?","/questions/70484289/how-to-echo-all-the-fetched-results-in-the-update-page-that-are-being-inputted-i",1,1,19,2,"2021-12-26 04:52:32Z"
"61c8037d4e99484d6d715737","Multiple image upload in Django admin","/questions/70484288/multiple-image-upload-in-django-admin",0,0,8,2,"2021-12-26 04:52:25Z"
"61c8037d4e99484d6d715739","Prolog program to enumerate all possible solution over a countable set","/questions/70484286/prolog-program-to-enumerate-all-possible-solution-over-a-countable-set",0,0,5,2,"2021-12-26 04:50:43Z"
"61c8037d4e99484d6d71573b","How do I remotely execute a prespecified command with authentication across a local network on Linux?","/questions/70484282/how-do-i-remotely-execute-a-prespecified-command-with-authentication-across-a-lo",1,1,7,2,"2021-12-26 04:50:30Z"
"61c8037d4e99484d6d71573d","NodeJS Validation with JOI","/questions/70484281/nodejs-validation-with-joi",0,0,5,2,"2021-12-26 04:49:25Z"
"61c8037d4e99484d6d71573f","JObject Not Parsing Values I need","/questions/70484279/jobject-not-parsing-values-i-need",0,1,18,2,"2021-12-26 04:49:03Z"
"61c8037d4e99484d6d715741","Firefox serviceWorker fetch event, not working after back","/questions/70484275/firefox-serviceworker-fetch-event-not-working-after-back",0,0,4,2,"2021-12-26 04:48:39Z"
"61c8037d4e99484d6d715743","how to use both thymeleaf and jsp in same spring boot project","/questions/70484274/how-to-use-both-thymeleaf-and-jsp-in-same-spring-boot-project",0,0,6,2,"2021-12-26 04:48:26Z"
"61c8037d4e99484d6d715745","CCC'2020 J5/S2 Escape Room Solution (Python)","/questions/70484273/ccc2020-j5-s2-escape-room-solution-python",0,0,11,2,"2021-12-26 04:48:25Z"
"61c8037d4e99484d6d715747","Getting error -method or namespace is empty- in Golang WSDL SOAP","/questions/70484269/getting-error-method-or-namespace-is-empty-in-golang-wsdl-soap",0,0,7,2,"2021-12-26 04:47:13Z"
"61c8037d4e99484d6d715749","Resetting Value of Google Places Autocomplete nested in Formik","/questions/70484268/resetting-value-of-google-places-autocomplete-nested-in-formik",0,0,5,2,"2021-12-26 04:46:08Z"
"61c8037d4e99484d6d71574b","Assimp is reading wrong values from 3D animation keyframes (.xfb file)","/questions/70484267/assimp-is-reading-wrong-values-from-3d-animation-keyframes-xfb-file",0,0,6,2,"2021-12-26 04:46:00Z"
"61c8037d4e99484d6d71574d","IndentationError: in facial recognization [closed]","/questions/70484266/indentationerror-in-facial-recognization",-2,0,18,2,"2021-12-26 04:45:26Z"
"61c8037d4e99484d6d71574f","Fact that perl ternary operator faster than if else","/questions/70484265/fact-that-perl-ternary-operator-faster-than-if-else",0,0,5,2,"2021-12-26 04:45:06Z"
"61c8037d4e99484d6d715751","How can I detect wether a word is a poper noun in a pandas dataframe?","/questions/70484264/how-can-i-detect-wether-a-word-is-a-poper-noun-in-a-pandas-dataframe",-1,0,16,2,"2021-12-26 04:44:11Z"
"61c8037d4e99484d6d715753","How to restrict DWR from sending server side exception as it is?","/questions/70484263/how-to-restrict-dwr-from-sending-server-side-exception-as-it-is",0,0,9,2,"2021-12-26 04:43:57Z"
"61c8037d4e99484d6d715755","how to run taosAdapter in a different pod without TDengine server running?","/questions/70484259/how-to-run-taosadapter-in-a-different-pod-without-tdengine-server-running",0,0,3,2,"2021-12-26 04:42:55Z"
"61c8037d4e99484d6d715757","Binary file linked with libc not exist [duplicate]","/questions/70484257/binary-file-linked-with-libc-not-exist",0,0,12,2,"2021-12-26 04:42:29Z"
"61c8037d4e99484d6d715759","guild.commands Is Returning Empty Map | Discord.JS v13","/questions/70484256/guild-commands-is-returning-empty-map-discord-js-v13",-1,0,9,2,"2021-12-26 04:42:28Z"
"61c8037d4e99484d6d71575b","How should i make the model object for variants product in MERN?","/questions/70484253/how-should-i-make-the-model-object-for-variants-product-in-mern",-1,0,15,2,"2021-12-26 04:41:31Z"
"61c8037d4e99484d6d71575d","connection issues. Device needs app to connect message","/questions/70484251/connection-issues-device-needs-app-to-connect-message",0,0,5,2,"2021-12-26 04:40:36Z"
"61c8037d4e99484d6d71575f","show category posts in Laravel is not working","/questions/70484250/show-category-posts-in-laravel-is-not-working",0,0,16,2,"2021-12-26 04:39:34Z"
"61c8037d4e99484d6d715761","How to recreate graph node relations in relational db","/questions/70484248/how-to-recreate-graph-node-relations-in-relational-db",0,0,6,2,"2021-12-26 04:39:22Z"
"61c8037d4e99484d6d715763","How to fix multiple values being displayed in discord.py embed leaderboard","/questions/70484244/how-to-fix-multiple-values-being-displayed-in-discord-py-embed-leaderboard",0,1,10,2,"2021-12-26 04:39:05Z"
"61c8037d4e99484d6d715765","What to use in place of predict_classes() in a Jupyter notebook with Tensorflow? (NLP Text Generation)","/questions/70484237/what-to-use-in-place-of-predict-classes-in-a-jupyter-notebook-with-tensorflow",0,1,15,2,"2021-12-26 04:37:58Z"
"61c8037d4e99484d6d715767","Copy A table to another Table in PostgreSQL","/questions/70484236/copy-a-table-to-another-table-in-postgresql",1,2,22,2,"2021-12-26 04:37:36Z"
"61c8037d4e99484d6d715769","why I use responsive for different resolution at ""class"" but it does not active?","/questions/70484235/why-i-use-responsive-for-different-resolution-at-class-but-it-does-not-active",-1,0,12,2,"2021-12-26 04:37:22Z"
"61c8037d4e99484d6d71576b","Self-join on match history table to create last 3 games feature","/questions/70484230/self-join-on-match-history-table-to-create-last-3-games-feature",0,0,10,2,"2021-12-26 04:36:19Z"
"61c8037d4e99484d6d71576d","Issue when trying to toggle accordion, when checkbox is clicked in Vuejs?","/questions/70484227/issue-when-trying-to-toggle-accordion-when-checkbox-is-clicked-in-vuejs",0,0,11,2,"2021-12-26 04:34:02Z"
"61c8037d4e99484d6d71576f","Image is not loading in CardMedia in React","/questions/70484226/image-is-not-loading-in-cardmedia-in-react",0,3,15,2,"2021-12-26 04:33:59Z"
"61c8037d4e99484d6d715771","ERROR: Could not install packages due to an OSError: [WinError 5] Access is denied","/questions/70484223/error-could-not-install-packages-due-to-an-oserror-winerror-5-access-is-deni",0,0,10,2,"2021-12-26 04:33:29Z"
"61c8037d4e99484d6d715773","How to patch Get function in net/http by go monkey?","/questions/70484222/how-to-patch-get-function-in-net-http-by-go-monkey",0,0,6,2,"2021-12-26 04:33:23Z"
"61c8037d4e99484d6d715775","How can I mapping Tables embeded in spring boot jpa?","/questions/70484221/how-can-i-mapping-tables-embeded-in-spring-boot-jpa",0,0,6,2,"2021-12-26 04:33:14Z"
"61c8037d4e99484d6d715777","[okhttp]:check permission begin! [okhttp]:not mms! [okhttp]:not email","/questions/70484219/okhttpcheck-permission-begin-okhttpnot-mms-okhttpnot-email",1,1,14,2,"2021-12-26 04:33:02Z"
"61c8037d4e99484d6d715779","Mautic Email Queue processing,why do Email Sending Time is obviously different from arriving time of receivers Inbox","/questions/70484218/mautic-email-queue-processing-why-do-email-sending-time-is-obviously-different-f",0,0,6,2,"2021-12-26 04:32:45Z"
"61c8037d4e99484d6d71577b","Docker-Compose container to VPN over VPN access","/questions/70484217/docker-compose-container-to-vpn-over-vpn-access",0,0,2,2,"2021-12-26 04:32:43Z"
"61c8037d4e99484d6d71577d","SQL for Calclate sum of Sales At particular time every day","/questions/70484215/sql-for-calclate-sum-of-sales-at-particular-time-every-day",1,1,22,2,"2021-12-26 04:32:17Z"
"61c8037d4e99484d6d71577f","Why is widening reference conversion even needed when reference variables in Java can hold reference value of the same type and subtypes","/questions/70484214/why-is-widening-reference-conversion-even-needed-when-reference-variables-in-jav",0,0,10,2,"2021-12-26 04:32:00Z"
"61c8037d4e99484d6d715781","Apache Spark with kafka stream - Missing Kafka","/questions/70484210/apache-spark-with-kafka-stream-missing-kafka",0,0,3,2,"2021-12-26 04:30:21Z"
"61c8037d4e99484d6d715783","How to plot the logistic regression line sklearn with multiple variables","/questions/70484206/how-to-plot-the-logistic-regression-line-sklearn-with-multiple-variables",0,1,9,2,"2021-12-26 04:29:37Z"
"61c8037d4e99484d6d715785","Avoid duplicating template arguments in declaration of template partial specialization of derived class","/questions/70484204/avoid-duplicating-template-arguments-in-declaration-of-template-partial-speciali",1,0,23,2,"2021-12-26 04:29:30Z"
"61c8037d4e99484d6d715787","Google Cloud Shell Editor Not Resuming From Last Closed Session","/questions/70484203/google-cloud-shell-editor-not-resuming-from-last-closed-session",0,0,7,2,"2021-12-26 04:29:22Z"
"61c8037d4e99484d6d715789","Confusion_matrix ValueError: Classification metrics can't handle a mix of binary and continuous-multioutput targets","/questions/70484199/confusion-matrix-valueerror-classification-metrics-cant-handle-a-mix-of-binary",0,0,4,2,"2021-12-26 04:28:04Z"
"61c8037d4e99484d6d71578b","Network device driver on Linux?","/questions/70484197/network-device-driver-on-linux",0,0,6,2,"2021-12-26 04:26:51Z"
"61c8037d4e99484d6d71578d","GLM or GAM modeling in a scatter plot (with CI) using Python?","/questions/70484196/glm-or-gam-modeling-in-a-scatter-plot-with-ci-using-python",0,0,8,2,"2021-12-26 04:26:51Z"
"61c8037d4e99484d6d71578f","Listing Github organization user last access date","/questions/70484193/listing-github-organization-user-last-access-date",0,0,6,2,"2021-12-26 04:25:28Z"
"61c8037d4e99484d6d715791","How to check the servers my discord bot is in (discord.py)","/questions/70484191/how-to-check-the-servers-my-discord-bot-is-in-discord-py",-1,1,16,2,"2021-12-26 04:24:18Z"
"61c8037d4e99484d6d715793","Using specific string from input() to pass through conditional statements","/questions/70484189/using-specific-string-from-input-to-pass-through-conditional-statements",-1,3,20,3,"2021-12-26 04:23:29Z"
"61c8037d4e99484d6d715795","Using specific string from input() to pass through conditional statements","/questions/70484189/using-specific-string-from-input-to-pass-through-conditional-statements",-1,3,20,1,"2021-12-26 04:23:29Z"
"61c8037d4e99484d6d715797","RDLC Design, A column of Row number showing extra value","/questions/70484187/rdlc-design-a-column-of-row-number-showing-extra-value",0,0,7,2,"2021-12-26 04:23:07Z"
"61c8037d4e99484d6d715799","Leave first row as empty and update the value from another column leaving the first row as empty/blank in Power Bi","/questions/70484184/leave-first-row-as-empty-and-update-the-value-from-another-column-leaving-the-fi",0,0,4,2,"2021-12-26 04:22:24Z"
"61c8037d4e99484d6d71579b","How to convert inline SQL queries to JOINS in SQL SERVER to reduce load time","/questions/70484183/how-to-convert-inline-sql-queries-to-joins-in-sql-server-to-reduce-load-time",0,0,16,2,"2021-12-26 04:21:56Z"
"61c8037d4e99484d6d71579d","How to confirm that the public key I received is mine and signed by someone else","/questions/70484180/how-to-confirm-that-the-public-key-i-received-is-mine-and-signed-by-someone-else",0,0,8,2,"2021-12-26 04:19:23Z"
"61c8037d4e99484d6d71579f","Is there any way to make a copy button in node.js while using cheerio","/questions/70484176/is-there-any-way-to-make-a-copy-button-in-node-js-while-using-cheerio",0,0,20,2,"2021-12-26 04:18:36Z"
"61c8037d4e99484d6d7157a1","What would be equivalant to NHibernateProxyHelper.GetClassWithoutInitializingProxy in EFCore 6","/questions/70484173/what-would-be-equivalant-to-nhibernateproxyhelper-getclasswithoutinitializingpro",0,0,8,2,"2021-12-26 04:17:30Z"
"61c8037d4e99484d6d7157a3","Some problem while implementing assignment operator of linked list(CPP) [closed]","/questions/70484171/some-problem-while-implementing-assignment-operator-of-linked-listcpp",-2,0,16,2,"2021-12-26 04:16:53Z"
"61c8037d4e99484d6d7157a5","What is the answer for this computational analysis problem?","/questions/70484170/what-is-the-answer-for-this-computational-analysis-problem",-1,0,19,2,"2021-12-26 04:16:30Z"
"61c8037d4e99484d6d7157a7","Question about ordering of parameters of Collector and Function in Java Streams","/questions/70484169/question-about-ordering-of-parameters-of-collector-and-function-in-java-streams",0,1,17,2,"2021-12-26 04:16:04Z"
"61c8037d4e99484d6d7157a9","How to create the following circular animation in flutter","/questions/70484168/how-to-create-the-following-circular-animation-in-flutter",1,2,29,2,"2021-12-26 04:15:36Z"
"61c8037d4e99484d6d7157ab",".NET Core app can't find uploaded certificate in production [Azure Key Vault]","/questions/70484167/net-core-app-cant-find-uploaded-certificate-in-production-azure-key-vault",0,0,5,2,"2021-12-26 04:15:21Z"
"61c8037d4e99484d6d7157ad","Stopping a neural network/LSTM at optimum result/epoch","/questions/70484166/stopping-a-neural-network-lstm-at-optimum-result-epoch",0,0,12,2,"2021-12-26 04:14:53Z"
"61c8037d4e99484d6d7157af","ERROR in configuring VIM. ""YouCompleteMe unavailable: module 'collections' has no attribute 'Mapping'""","/questions/70484164/error-in-configuring-vim-youcompleteme-unavailable-module-collections-has-n",0,0,5,2,"2021-12-26 04:14:27Z"
"61c8037d4e99484d6d7157b1","Python Gaussian GLM questions","/questions/70484163/python-gaussian-glm-questions",0,0,10,2,"2021-12-26 04:14:25Z"
"61c8037d4e99484d6d7157b3","What is the output of this Stack program?","/questions/70484162/what-is-the-output-of-this-stack-program",-1,0,22,2,"2021-12-26 04:13:43Z"
"61c8037d4e99484d6d7157b5","Why this and null is interchangeable here and where this actually point to? JavaScript Bind and Apply","/questions/70484158/why-this-and-null-is-interchangeable-here-and-where-this-actually-point-to-java",-1,2,29,2,"2021-12-26 04:12:03Z"
"61c8037d4e99484d6d7157b7","how to connect wso2 api manager and wso2 analytics that runs o differnt ip addresses?","/questions/70484157/how-to-connect-wso2-api-manager-and-wso2-analytics-that-runs-o-differnt-ip-addre",0,0,7,2,"2021-12-26 04:10:50Z"
"61c8037d4e99484d6d7157b9","How to undo always openwith option","/questions/70484156/how-to-undo-always-openwith-option",0,0,9,2,"2021-12-26 04:10:28Z"
"61c8037d4e99484d6d7157bb","Can someone to extract in specific group of words from each line","/questions/70484154/can-someone-to-extract-in-specific-group-of-words-from-each-line",-4,2,18,2,"2021-12-26 04:10:12Z"
"61c8037d4e99484d6d7157bd","Need a PS1 script to retrieve network resources that have been accessed","/questions/70484153/need-a-ps1-script-to-retrieve-network-resources-that-have-been-accessed",-3,0,11,2,"2021-12-26 04:09:56Z"
"61c8037d4e99484d6d7157bf","CSS filter override incorrectly","/questions/70484152/css-filter-override-incorrectly",-1,0,17,2,"2021-12-26 04:09:56Z"
"61c8037d4e99484d6d7157c1","Installing psychopy on ARM Linux","/questions/70484149/installing-psychopy-on-arm-linux",0,0,9,2,"2021-12-26 04:08:41Z"
"61c8037d4e99484d6d7157c3","Cython parallel is confusing","/questions/70484146/cython-parallel-is-confusing",0,0,14,2,"2021-12-26 04:07:41Z"
"61c8037d4e99484d6d7157c5","React + (Apollo Client || Node Js + Apollo Server || both) + GraphQL?","/questions/70484144/react-apollo-client-node-js-apollo-server-both-graphql",-1,0,9,2,"2021-12-26 04:06:12Z"
"61c8037d4e99484d6d7157c7","How to go about a view which can be swiped left/right AND up/down?","/questions/70484143/how-to-go-about-a-view-which-can-be-swiped-left-right-and-up-down",0,1,21,2,"2021-12-26 04:05:50Z"
"61c8037d4e99484d6d7157c9","How to de-compile this encrypted android app? [closed]","/questions/70484141/how-to-de-compile-this-encrypted-android-app",-5,0,21,2,"2021-12-26 04:04:41Z"
"61c8037d4e99484d6d7157cb","Using Mac OS 12.1 Terminal to open my Visual Studio Code Project","/questions/70484139/using-mac-os-12-1-terminal-to-open-my-visual-studio-code-project",0,0,9,2,"2021-12-26 04:03:09Z"
"61c8037d4e99484d6d7157cd","My vim input "":"" using the TAB key is no longer appear completion","/questions/70484137/my-vim-input-using-the-tab-key-is-no-longer-appear-completion",0,0,9,2,"2021-12-26 04:01:53Z"
"61c8037d4e99484d6d7157cf","How to take a user input using a HTML file and using that input to return a python output in flask?","/questions/70484136/how-to-take-a-user-input-using-a-html-file-and-using-that-input-to-return-a-pyth",0,0,11,2,"2021-12-26 04:01:48Z"
"61c8037d4e99484d6d7157d1","Get download progress of a list of files","/questions/70484135/get-download-progress-of-a-list-of-files",0,0,15,2,"2021-12-26 04:00:51Z"
"61c8037d4e99484d6d7157d3","What is the meaning of `exec sh -c`","/questions/70484133/what-is-the-meaning-of-exec-sh-c",-1,1,18,2,"2021-12-26 04:00:39Z"
"61c8037d4e99484d6d7157d5","Can anyone provide me the code for this question[Max border] in c? [closed]","/questions/70484131/can-anyone-provide-me-the-code-for-this-questionmax-border-in-c",-4,0,15,2,"2021-12-26 03:59:37Z"
"61c8037d4e99484d6d7157d7","Is there another way to exit my program entirely?","/questions/70484130/is-there-another-way-to-exit-my-program-entirely",0,0,20,2,"2021-12-26 03:59:32Z"
"61c8037d4e99484d6d7157d9","Looking for a proof on why my algorithm in codeforces works","/questions/70484127/looking-for-a-proof-on-why-my-algorithm-in-codeforces-works",0,0,30,2,"2021-12-26 03:57:56Z"
"61c8037d4e99484d6d7157db","Error trying to run ""gcc"" command from PHP, Apache2 on UBUNTU 20.04 (as www-data)","/questions/70484126/error-trying-to-run-gcc-command-from-php-apache2-on-ubuntu-20-04-as-www-data",-1,0,13,2,"2021-12-26 03:57:22Z"
"61c8037d4e99484d6d7157dd","How to output array value and name","/questions/70484124/how-to-output-array-value-and-name",0,1,28,2,"2021-12-26 03:57:06Z"
"61c8037d4e99484d6d7157df","unknown column selecting issues mysql","/questions/70484125/unknown-column-selecting-issues-mysql",0,1,18,2,"2021-12-26 03:57:17Z"
"61c8037d4e99484d6d7157e1","problem deserializing object using newtonsoft","/questions/70484122/problem-deserializing-object-using-newtonsoft",0,1,19,2,"2021-12-26 03:56:59Z"
"61c8037d4e99484d6d7157e3","QrScanner error loading camera (React / Next)","/questions/70484120/qrscanner-error-loading-camera-react-next",0,0,7,2,"2021-12-26 03:56:10Z"
"61c8037d4e99484d6d7157e5","Generic file decryption manager","/questions/70484119/generic-file-decryption-manager",-1,0,7,2,"2021-12-26 03:56:08Z"
"61c8037d4e99484d6d7157e7","Changing Discord Font Scale","/questions/70484117/changing-discord-font-scale",0,0,7,2,"2021-12-26 03:55:01Z"
"61c8037d4e99484d6d7157e9","Visualizing a teachable machine model","/questions/70484115/visualizing-a-teachable-machine-model",0,0,6,2,"2021-12-26 03:54:02Z"
"61c8037d4e99484d6d7157eb","C++ Scope of Pointer?","/questions/70484106/c-scope-of-pointer",-1,1,38,2,"2021-12-26 03:51:14Z"
"61c8037d4e99484d6d7157ed","How to move a button from one div to another when clicked in reactjs?","/questions/70484102/how-to-move-a-button-from-one-div-to-another-when-clicked-in-reactjs",-2,0,33,2,"2021-12-26 03:49:20Z"
"61c8037d4e99484d6d7157ef","After upgrading from .NET 4.5 to 4.6.2 Designer stopped working why?","/questions/70484101/after-upgrading-from-net-4-5-to-4-6-2-designer-stopped-working-why",1,0,9,2,"2021-12-26 03:49:08Z"
"61c8037d4e99484d6d7157f1","react axios cros body empty","/questions/70484099/react-axios-cros-body-empty",0,1,12,2,"2021-12-26 03:48:20Z"
"61c8037d4e99484d6d7157f3","Why is it that when I start a new terminal in vs code using C# that I don't see the things like ""namespace"" and ""class program""?","/questions/70484095/why-is-it-that-when-i-start-a-new-terminal-in-vs-code-using-c-sharp-that-i-dont",-1,0,18,2,"2021-12-26 03:47:07Z"
"61c8037d4e99484d6d7157f5","save user login session in Android webview","/questions/70484093/save-user-login-session-in-android-webview",0,0,17,2,"2021-12-26 03:46:57Z"
"61c8037d4e99484d6d7157f7","Get a ""use of undeclared identifier"" error even though i've included GLFW","/questions/70484092/get-a-use-of-undeclared-identifier-error-even-though-ive-included-glfw",0,0,9,2,"2021-12-26 03:46:55Z"
"61c8037d4e99484d6d7157f9","how to make my message count command count messages for each server, not all in once","/questions/70484486/how-to-make-my-message-count-command-count-messages-for-each-server-not-all-in",0,0,3,2,"2021-12-26 05:52:57Z"
